lead_id,name,phone_or_profile,source_channel,campaign,first_contact_at,last_contact_at,stage,interest_type,office_preference,budget_signal,timing_signal,objection,next_action,followup_at,owner,priority,notes
LEAD-001,,,,,,,,,,,,,,,,,
